MatchDate,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Home_xG,Away_xG
2026-03-08,Union Berlin,Werder Bremen,1,4,0.66,1.65
2026-03-13,M'gladbach,St Pauli,2,0,1.32,0.33
2026-03-14,Dortmund,Augsburg,2,0,1.65,0.99
2026-03-14,Ein Frankfurt,Heidenheim,1,0,1.32,0.33
2026-03-14,Hoffenheim,Wolfsburg,1,1,1.98,0.66
2026-03-14,Leverkusen,Bayern Munich,1,1,2.31,1.65
2026-03-14,Hamburg,FC Koln,1,1,0.33,0.66
2026-03-15,Werder Bremen,Mainz,0,2,0.99,0.66
2026-03-15,Freiburg,Union Berlin,0,1,1.98,1.32
2026-03-15,Stuttgart,RB Leipzig,1,0,1.32,1.32
2026-03-20,RB Leipzig,Hoffenheim,5,0,2.97,0.66
2026-03-21,Bayern Munich,Union Berlin,4,0,2.97,0.33
2026-03-21,FC Koln,M'gladbach,3,3,1.65,0.99
2026-03-21,Heidenheim,Leverkusen,3,3,1.65,1.65
2026-03-21,Wolfsburg,Werder Bremen,0,1,1.32,0.99
2026-03-21,Dortmund,Hamburg,3,2,2.64,1.32
2026-03-22,Mainz,Ein Frankfurt,2,1,1.65,1.32
2026-03-22,St Pauli,Freiburg,1,2,1.65,1.98
2026-03-22,Augsburg,Stuttgart,2,5,2.31,2.64
2026-04-04,Freiburg,Bayern Munich,2,3,1.32,2.97
2026-04-04,Hamburg,Augsburg,1,1,1.32,0.99
2026-04-04,Hoffenheim,Mainz,1,2,1.65,1.65
2026-04-04,Leverkusen,Wolfsburg,6,3,3.63,1.65
2026-04-04,M'gladbach,Heidenheim,2,2,2.31,2.31
2026-04-04,Werder Bremen,RB Leipzig,1,2,1.65,0.66
2026-04-04,Stuttgart,Dortmund,0,2,0.99,0.99
2026-04-05,Union Berlin,St Pauli,1,1,2.64,0.66
2026-04-05,Ein Frankfurt,FC Koln,2,2,2.31,2.97
2026-04-10,Augsburg,Hoffenheim,2,2,2.64,1.32
2026-04-11,Dortmund,Leverkusen,0,1,0.33,1.32
2026-04-11,Heidenheim,Union Berlin,3,1,0.99,0.99
2026-04-11,RB Leipzig,M'gladbach,1,0,3.63,0.99
2026-04-11,Wolfsburg,Ein Frankfurt,1,2,2.31,1.32
2026-04-11,St Pauli,Bayern Munich,0,5,0.99,2.64
2026-04-12,FC Koln,Werder Bremen,3,1,2.64,0.66
2026-04-12,Stuttgart,Hamburg,4,0,3.63,1.65
2026-04-12,Mainz,Freiburg,0,1,0.99,0.99
2026-04-17,St Pauli,FC Koln,1,1,1.98,0.33
2026-04-18,Hoffenheim,Dortmund,2,1,1.32,0.99
2026-04-18,Leverkusen,Augsburg,1,2,3.3,1.65
2026-04-18,Union Berlin,Wolfsburg,1,2,2.31,1.32
2026-04-18,Werder Bremen,Hamburg,3,1,3.3,0.99
2026-04-18,Ein Frankfurt,RB Leipzig,1,3,1.65,2.64
2026-04-19,Freiburg,Heidenheim,2,1,1.32,0.66
2026-04-19,Bayern Munich,Stuttgart,4,2,2.97,2.31
2026-04-19,M'gladbach,Mainz,1,1,1.32,2.31
2026-04-24,RB Leipzig,Union Berlin,3,1,3.3,0.33
2026-04-25,Augsburg,Ein Frankfurt,1,1,0.99,2.31
2026-04-25,FC Koln,Leverkusen,1,2,3.3,0.99
2026-04-25,Heidenheim,St Pauli,2,0,1.65,0.66
2026-04-25,Mainz,Bayern Munich,3,4,2.64,1.98
2026-04-25,Wolfsburg,M'gladbach,0,0,1.32,0.66
2026-04-25,Hamburg,Hoffenheim,1,2,1.32,1.98
2026-04-26,Stuttgart,Werder Bremen,1,1,1.32,0.99
2026-04-26,Dortmund,Freiburg,4,0,1.65,1.32
2026-05-02,Bayern Munich,Heidenheim,3,3,2.31,1.65
2026-05-02,Ein Frankfurt,Hamburg,1,2,1.65,1.32
2026-05-02,Hoffenheim,Stuttgart,3,3,2.97,1.65
2026-05-02,Union Berlin,FC Koln,2,2,0.99,1.32
2026-05-02,Werder Bremen,Augsburg,1,3,1.32,2.31
2026-05-02,Leverkusen,RB Leipzig,4,1,2.64,1.65
2026-05-03,St Pauli,Mainz,1,2,0.99,1.98
2026-05-03,M'gladbach,Dortmund,1,0,1.32,0.33
2026-05-03,Freiburg,Wolfsburg,1,1,0.99,1.32
2026-05-08,Dortmund,Ein Frankfurt,3,2,2.64,1.32
2026-05-09,Augsburg,M'gladbach,3,1,3.3,1.32
2026-05-09,Hoffenheim,Werder Bremen,1,0,1.32,0.66
2026-05-09,RB Leipzig,St Pauli,2,1,1.65,0.99
2026-05-09,Stuttgart,Leverkusen,3,1,2.97,1.65
2026-05-09,Wolfsburg,Bayern Munich,0,1,1.65,2.97
2026-05-10,Hamburg,Freiburg,3,2,1.65,0.99
2026-05-10,FC Koln,Heidenheim,1,3,2.31,1.65
2026-05-10,Mainz,Union Berlin,1,3,0.99,2.97
